true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9624999999999999,33.68749999999999,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.925,74.00000000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9325,60.612500000000004,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9325,74.6,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9924999999999999,74.4375,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8975,58.3375,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.955,33.425,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9675,77.4,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.785,51.025000000000006,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.89,57.85,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.885,70.80000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.78,27.299999999999997,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.685,51.37500000000001,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.96,72.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9624999999999999,77.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7275,58.20000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.96,76.8,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8825000000000001,66.1875,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.7525,56.43749999999999,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9775,73.3125,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8425,63.1875,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9325,60.612500000000004,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9724999999999999,34.037499999999994,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9875,79.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9624999999999999,33.68749999999999,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.985,73.875,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.95,61.74999999999999,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
B,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.59,20.65,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.955,71.625,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.51,40.800000000000004,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.875,56.875,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.93,74.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.925,74.00000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9675,77.4,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.595,47.599999999999994,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9575,33.5125,Medium
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.725,57.99999999999999,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.755,56.625,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.955,76.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9375,75.0,High
B,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.6,21.0,Low
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9524999999999999,71.4375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9624999999999999,62.5625,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9824999999999999,63.8625,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.965,72.375,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8625,64.68750000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8325,54.11250000000001,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.95,61.74999999999999,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.545,35.425000000000004,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8825000000000001,30.887500000000003,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8175,53.1375,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9475,71.0625,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.6599999999999999,49.49999999999999,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.875,65.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.89,71.2,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.8025,28.0875,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9,72.00000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.905,31.674999999999997,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.96,72.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.825,66.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9175,73.4,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9924999999999999,79.4,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.7849999999999999,27.474999999999994,Low
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.6125,49.00000000000001,Medium
B,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.5425,18.987499999999997,Low
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9225,69.1875,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.5175,41.4,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9475,61.587500000000006,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.6075,45.56250000000001,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.915,32.025,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.905,67.875,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.915,59.475,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.905,58.825,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
B,OR,1.0,Impeller / Filling Head Bearing,0.75,0.515,38.625,Medium
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9524999999999999,76.2,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9,58.50000000000001,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,OR,1.0,Impeller / Filling Head Bearing,0.75,0.915,68.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.68,51.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9375,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.645,48.375,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.78,27.299999999999997,Low
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.905,58.825,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9450000000000001,75.60000000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9924999999999999,74.4375,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9575,76.6,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7975,63.800000000000004,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.95,76.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.7675000000000001,26.8625,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7150000000000001,57.2,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9125000000000001,68.4375,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.885,30.974999999999998,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.5525,41.4375,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8525,68.2,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9225000000000001,69.1875,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.96,76.8,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8125,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.915,73.2,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.89,57.85,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9475,75.8,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9299999999999999,74.4,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.975,73.125,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.5675,45.4,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,78.2,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9424999999999999,70.68749999999999,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.88,66.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.97,63.05,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.8500000000000001,29.75,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.6575,23.012499999999996,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9,58.50000000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9624999999999999,77.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8725,65.4375,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.975,34.125,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.93,60.45,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.975,34.125,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9675,72.5625,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.97,77.60000000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.63,47.25,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8,60.00000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9125000000000001,59.312500000000014,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.89,31.15,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.905,31.674999999999997,Medium
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
B,B,0.995,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,77.80900000000001,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.975,73.125,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.77,57.75,High
